job_title,salary_usd,experience_level,employment_type,location,remote_ratio,company_size,source
Data Science Consultant,69741,EX,FT,ES,100,S,huggingface
Data Engineer,76833,SE,FT,GB,50,S,huggingface
Machine Learning Engineer,74000,MI,FT,JP,50,S,huggingface
Data Science Manager,152000,SE,FT,FR,100,L,huggingface
Machine Learning Engineer,21844,EN,FT,CO,50,M,huggingface
Big Data Engineer,18000,MI,FT,MD,0,S,huggingface
Data Science Manager,174000,SE,FT,US,100,L,huggingface
Research Scientist,96113,SE,FT,CA,50,L,huggingface
Data Scientist,147000,MI,FT,US,50,L,huggingface
BI Data Analyst,9272,EN,FT,KE,100,S,huggingface
Machine Learning Engineer,24342,SE,FT,IN,100,L,huggingface
Data Science Manager,54094,SE,FT,US,50,L,huggingface
Data Science Consultant,90000,EN,FT,US,100,S,huggingface
Data Scientist,61467,MI,FT,AT,50,M,huggingface
Machine Learning Infrastructure Engineer,195000,SE,FT,US,100,M,huggingface
Data Scientist,37825,MI,FT,ES,100,L,huggingface
Research Scientist,50000,SE,FT,US,100,S,huggingface
Data Scientist,160000,MI,FT,US,100,L,huggingface
Data Scientist,12901,MI,FT,BR,0,S,huggingface
Machine Learning Engineer,200000,SE,FT,US,100,L,huggingface
Data Engineer,165000,SE,FT,US,0,M,huggingface
Data Engineer,20000,MI,FL,US,0,L,huggingface
Data Analytics Manager,120000,SE,FT,US,0,L,huggingface
Machine Learning Engineer,24823,MI,FT,SI,50,L,huggingface
Research Scientist,56738,MI,FT,FR,50,S,huggingface
Data Engineer,66022,MI,FT,GB,50,S,huggingface
Big Data Engineer,5882,EN,FT,CH,0,L,huggingface
Machine Learning Engineer,24823,EN,FT,DE,50,M,huggingface
Principal Data Engineer,185000,SE,FT,US,100,L,huggingface
Computer Vision Engineer,28609,EN,PT,DK,50,S,huggingface
Data Scientist,90734,MI,FT,DE,50,L,huggingface
Machine Learning Engineer,88654,MI,FT,BE,100,M,huggingface
Data Analytics Manager,140000,SE,FT,US,100,L,huggingface
Machine Learning Engineer,46597,MI,FT,PL,100,L,huggingface
Data Scientist,116914,MI,FT,GB,50,L,huggingface
Data Scientist,33808,MI,FT,IN,0,M,huggingface
Data Scientist,56256,MI,FT,GB,50,L,huggingface
Machine Learning Scientist,225000,SE,FT,CA,100,L,huggingface
Principal Data Scientist,416000,EX,CT,US,100,S,huggingface
Data Scientist,87738,SE,FT,CA,100,S,huggingface
Data Scientist,88654,MI,FT,DE,50,L,huggingface
Data Scientist,135000,SE,FT,US,0,L,huggingface
Data Analyst,71786,SE,FT,CA,100,M,huggingface
Big Data Engineer,16228,EN,FT,IN,100,L,huggingface
ML Engineer,256000,SE,FT,US,100,S,huggingface
Director of Data Engineering,200000,SE,FT,US,100,L,huggingface
Data Analyst,200000,SE,FT,US,100,L,huggingface
Data Architect,180000,MI,FT,US,100,L,huggingface
Head of Data Science,110000,MI,FT,US,0,S,huggingface
Research Scientist,63810,MI,FT,CA,100,M,huggingface
Data Scientist,46809,MI,FT,ES,100,M,huggingface
Data Scientist,4000,EN,FT,VN,0,M,huggingface
Data Engineer,21637,EN,FT,IN,50,M,huggingface
Data Scientist,103691,SE,FT,CA,100,L,huggingface
Data Analyst,80000,MI,FT,US,100,L,huggingface
Data Engineer,110000,MI,FT,US,100,L,huggingface
Data Scientist,165000,SE,FT,US,100,L,huggingface
AI Scientist,18053,EN,FT,AS,100,S,huggingface
Data Engineer,72212,MI,FT,GB,50,L,huggingface
Data Scientist,36643,EN,FT,FR,50,L,huggingface
Data Engineer,12103,MI,FT,TR,0,M,huggingface
Data Engineer,96282,SE,FT,GB,50,L,huggingface
Principal Data Analyst,170000,SE,FT,US,100,M,huggingface
Data Scientist,115000,MI,FT,US,50,L,huggingface
Data Scientist,90000,EN,FT,US,100,S,huggingface
Principal Data Engineer,600000,EX,FT,US,100,L,huggingface
Data Scientist,28399,EN,FT,IN,100,M,huggingface
Data Analyst,93000,MI,FT,US,100,L,huggingface
Big Data Architect,99703,SE,FT,CA,50,M,huggingface
Data Engineer,200000,MI,FT,US,100,L,huggingface
Principal Data Scientist,173762,SE,FT,DE,100,M,huggingface
Machine Learning Engineer,185000,SE,FT,US,50,L,huggingface
Director of Data Science,141846,EX,FT,DE,0,L,huggingface
Data Scientist,130000,MI,FT,US,50,L,huggingface
Data Analyst,63831,SE,FT,DE,50,L,huggingface
Data Scientist,16904,MI,FT,IN,100,S,huggingface
Machine Learning Engineer,66265,SE,FT,IN,0,L,huggingface
Data Scientist,25532,MI,FT,DE,100,S,huggingface
Lead Data Engineer,160000,SE,FT,US,50,S,huggingface
Data Engineer,93150,MI,FT,US,0,M,huggingface
Data Engineer,111775,MI,FT,US,0,M,huggingface
Data Engineer,28016,MI,FT,TR,100,M,huggingface
Data Engineer,65013,EN,FT,DE,50,M,huggingface
Data Engineer,72500,EN,FT,US,100,L,huggingface
Computer Vision Engineer,18907,SE,FT,BR,0,M,huggingface
Data Science Consultant,76833,EN,FT,DE,0,L,huggingface
Machine Learning Engineer,85000,EN,FT,DE,100,S,huggingface
Data Scientist,77684,SE,FT,FR,50,M,huggingface
Data Scientist,100000,EN,FT,US,100,M,huggingface
Data Scientist,58000,EN,FT,US,50,L,huggingface
AI Scientist,55000,SE,FT,ES,100,L,huggingface
Data Scientist,20171,SE,FT,TR,50,L,huggingface
Business Data Analyst,59102,EN,FT,LU,100,L,huggingface
Data Engineer,112000,MI,FT,US,100,L,huggingface
Research Scientist,100000,EN,FT,CN,0,L,huggingface
Data Engineer,69741,MI,PT,NL,100,L,huggingface
Staff Data Scientist,105000,SE,CT,US,100,M,huggingface
Research Scientist,69999,MI,FT,CZ,50,L,huggingface
Data Science Manager,94665,SE,FT,IN,50,L,huggingface
Head of Data,102839,SE,FT,SI,100,L,huggingface
Data Scientist,109000,MI,FT,US,50,L,huggingface
Machine Learning Engineer,51064,MI,FT,IT,50,L,huggingface
Data Engineer,135000,SE,FT,US,100,M,huggingface
Data Analyst,155000,SE,FT,US,100,M,huggingface
Data Analyst,120600,SE,FT,US,100,M,huggingface
Data Scientist,130000,MI,FT,US,0,M,huggingface
Data Scientist,90000,MI,FT,US,0,M,huggingface
Data Engineer,170000,MI,FT,US,100,M,huggingface
Data Engineer,150000,MI,FT,US,100,M,huggingface
Data Analyst,102100,SE,FT,US,100,M,huggingface
Data Analyst,84900,SE,FT,US,100,M,huggingface
Data Scientist,136620,SE,FT,US,100,M,huggingface
Data Scientist,99360,SE,FT,US,100,M,huggingface
Data Scientist,117789,SE,FT,GB,0,M,huggingface
Data Scientist,104702,SE,FT,GB,0,M,huggingface
Data Scientist,146000,SE,FT,US,100,M,huggingface
Data Scientist,123000,SE,FT,US,100,M,huggingface
Data Engineer,52351,EN,FT,GB,100,M,huggingface
Data Analyst,99000,SE,FT,US,0,M,huggingface
Data Analyst,116000,SE,FT,US,0,M,huggingface
Data Analyst,106260,MI,FT,US,0,M,huggingface
Data Analyst,126500,MI,FT,US,0,M,huggingface
Data Engineer,242000,EX,FT,US,100,M,huggingface
Data Engineer,200000,EX,FT,US,100,M,huggingface
Data Scientist,65438,MI,FT,GB,0,M,huggingface
Data Scientist,39263,MI,FT,GB,0,M,huggingface
Data Engineer,78526,MI,FT,GB,0,M,huggingface
Data Engineer,52351,MI,FT,GB,0,M,huggingface
Data Scientist,165220,SE,FT,US,100,M,huggingface
Data Engineer,45807,EN,FT,GB,100,M,huggingface
Data Scientist,120160,SE,FT,US,100,M,huggingface
Data Analyst,90320,SE,FT,US,100,M,huggingface
Data Engineer,181940,SE,FT,US,0,M,huggingface
Data Engineer,132320,SE,FT,US,0,M,huggingface
Data Engineer,220110,SE,FT,US,0,M,huggingface
Data Engineer,160080,SE,FT,US,0,M,huggingface
Data Scientist,180000,SE,FT,US,0,L,huggingface
Data Scientist,120000,SE,FT,US,0,L,huggingface
Data Analyst,124190,SE,FT,US,100,M,huggingface
Data Analyst,130000,EX,FT,US,100,M,huggingface
Data Analyst,110000,EX,FT,US,100,M,huggingface
Data Analyst,170000,SE,FT,US,100,M,huggingface
Data Analyst,115500,MI,FT,US,100,M,huggingface
Data Analyst,112900,SE,FT,US,100,M,huggingface
Data Analyst,90320,SE,FT,US,100,M,huggingface
Data Analyst,112900,SE,FT,US,100,M,huggingface
Data Analyst,90320,SE,FT,US,100,M,huggingface
Data Engineer,165400,SE,FT,US,100,M,huggingface
Data Engineer,132320,SE,FT,US,100,M,huggingface
Data Analyst,167000,MI,FT,US,100,M,huggingface
Data Engineer,243900,SE,FT,US,100,M,huggingface
Data Analyst,136600,SE,FT,US,100,M,huggingface
Data Analyst,109280,SE,FT,US,100,M,huggingface
Data Engineer,128875,SE,FT,US,100,M,huggingface
Data Engineer,93700,SE,FT,US,100,M,huggingface
Head of Data Science,224000,EX,FT,US,100,M,huggingface
Head of Data Science,167875,EX,FT,US,100,M,huggingface
Analytics Engineer,175000,EX,FT,US,100,M,huggingface
Data Engineer,156600,SE,FT,US,100,M,huggingface
Data Engineer,108800,SE,FT,US,0,M,huggingface
Data Scientist,95550,SE,FT,US,0,M,huggingface
Data Engineer,113000,SE,FT,US,0,L,huggingface
Data Analyst,135000,SE,FT,US,100,M,huggingface
Data Science Manager,161342,SE,FT,US,100,M,huggingface
Data Science Manager,137141,SE,FT,US,100,M,huggingface
Data Scientist,167000,SE,FT,US,100,M,huggingface
Data Scientist,123000,SE,FT,US,100,M,huggingface
Data Engineer,78526,SE,FT,GB,0,M,huggingface
Data Engineer,65438,SE,FT,GB,0,M,huggingface
Data Scientist,150000,SE,FT,US,0,M,huggingface
Data Scientist,211500,SE,FT,US,100,M,huggingface
Data Architect,192400,SE,FT,CA,100,M,huggingface
Data Architect,90700,SE,FT,CA,100,M,huggingface
Data Analyst,130000,SE,FT,CA,100,M,huggingface
Data Analyst,61300,SE,FT,CA,100,M,huggingface
Data Analyst,130000,SE,FT,CA,100,M,huggingface
Data Analyst,61300,SE,FT,CA,100,M,huggingface
Data Engineer,160000,SE,FT,US,0,L,huggingface
Data Scientist,138600,SE,FT,US,100,M,huggingface
Data Engineer,136000,SE,FT,US,0,M,huggingface
Data Analyst,58000,MI,FT,US,0,S,huggingface
Analytics Engineer,135000,EX,FT,US,100,M,huggingface
Data Scientist,170000,SE,FT,US,100,M,huggingface
Data Scientist,123000,SE,FT,US,100,M,huggingface
Machine Learning Engineer,189650,SE,FT,US,0,M,huggingface
Machine Learning Engineer,164996,SE,FT,US,0,M,huggingface
ETL Developer,54957,MI,FT,GR,0,M,huggingface
ETL Developer,54957,MI,FT,GR,0,M,huggingface
Lead Data Engineer,118187,EX,FT,CA,100,S,huggingface
Data Analyst,132000,SE,FT,US,0,M,huggingface
Data Engineer,165400,SE,FT,US,100,M,huggingface
Data Architect,208775,SE,FT,US,100,M,huggingface
Data Architect,147800,SE,FT,US,100,M,huggingface
Data Engineer,136994,SE,FT,US,100,M,huggingface
Data Engineer,101570,SE,FT,US,100,M,huggingface
Data Analyst,128875,SE,FT,US,100,M,huggingface
Data Analyst,93700,SE,FT,US,100,M,huggingface
Head of Machine Learning,79039,EX,FT,IN,50,L,huggingface
Data Engineer,132320,SE,FT,US,100,M,huggingface
Machine Learning Engineer,37300,EN,FT,GB,100,L,huggingface
Data Analyst,164000,SE,FT,US,0,M,huggingface
Data Engineer,155000,SE,FT,US,100,M,huggingface
Machine Learning Engineer,124333,MI,FT,GB,0,M,huggingface
Machine Learning Engineer,98158,MI,FT,GB,0,M,huggingface
AI Scientist,120000,MI,FT,US,0,M,huggingface
Data Analyst,112900,SE,FT,US,100,M,huggingface
Data Analyst,90320,SE,FT,US,100,M,huggingface
Data Analytics Manager,145000,SE,FT,US,100,M,huggingface
Data Analytics Manager,105400,SE,FT,US,100,M,huggingface
Machine Learning Engineer,87932,MI,FT,DE,100,M,huggingface
Data Engineer,117789,MI,FT,GB,0,M,huggingface
Data Scientist,215300,SE,FT,US,100,L,huggingface
Data Scientist,158200,SE,FT,US,100,L,huggingface
Data Engineer,209100,SE,FT,US,100,L,huggingface
Data Engineer,154600,SE,FT,US,100,L,huggingface
Data Analyst,115934,SE,FT,US,0,M,huggingface
Data Analyst,81666,SE,FT,US,0,M,huggingface
Data Engineer,175000,SE,FT,US,100,M,huggingface
Data Engineer,98158,MI,FT,GB,0,M,huggingface
Data Analyst,58000,MI,FT,US,0,S,huggingface
Data Engineer,183600,SE,FT,US,100,L,huggingface
Data Analyst,52351,MI,FT,GB,100,M,huggingface
Data Scientist,180000,SE,FT,US,100,M,huggingface
Data Scientist,71982,MI,FT,GB,0,M,huggingface
Data Scientist,45807,MI,FT,GB,0,M,huggingface
Data Engineer,65949,MI,FT,GR,100,M,huggingface
Data Engineer,49461,MI,FT,GR,100,M,huggingface
Data Engineer,78526,MI,FT,GB,100,M,huggingface
Data Engineer,58894,MI,FT,GB,100,M,huggingface
Data Scientist,260000,SE,FT,US,100,M,huggingface
Data Science Engineer,60000,SE,FT,MX,100,L,huggingface
Data Engineer,63900,MI,FT,US,0,M,huggingface
Machine Learning Scientist,160000,MI,FT,US,100,L,huggingface
Machine Learning Scientist,112300,MI,FT,US,100,L,huggingface
Data Science Manager,241000,MI,FT,US,100,M,huggingface
Data Science Manager,159000,MI,FT,US,100,M,huggingface
Data Scientist,180000,SE,FT,US,0,M,huggingface
Data Scientist,80000,SE,FT,US,0,M,huggingface
Data Engineer,82900,MI,FT,US,0,M,huggingface
Data Engineer,100800,SE,FT,US,100,L,huggingface
Data Engineer,49461,MI,FT,ES,100,M,huggingface
Data Scientist,140400,SE,FT,US,0,L,huggingface
Data Analyst,39263,MI,FT,GB,100,M,huggingface
Data Analyst,43966,MI,FT,ES,100,M,huggingface
Data Analyst,32974,MI,FT,ES,100,M,huggingface
Data Engineer,87932,MI,FT,ES,100,M,huggingface
Data Engineer,76940,MI,FT,ES,100,M,huggingface
Data Engineer,104702,MI,FT,GB,100,M,huggingface
Data Engineer,91614,MI,FT,GB,100,M,huggingface
Data Engineer,65949,MI,FT,ES,100,M,huggingface
Data Engineer,87932,MI,FT,GR,100,M,huggingface
Machine Learning Engineer,189650,SE,FT,US,0,M,huggingface
Machine Learning Engineer,164996,SE,FT,US,0,M,huggingface
Data Analyst,43966,MI,FT,GR,100,M,huggingface
Data Analyst,32974,MI,FT,GR,100,M,huggingface
Data Engineer,98158,MI,FT,GB,100,M,huggingface
Data Engineer,78526,MI,FT,GB,100,M,huggingface
Data Scientist,215300,SE,FT,US,0,L,huggingface
Data Engineer,76940,MI,FT,GR,100,M,huggingface
Data Engineer,209100,SE,FT,US,100,L,huggingface
Data Engineer,154600,SE,FT,US,100,L,huggingface
Data Engineer,180000,SE,FT,US,100,M,huggingface
ML Engineer,21983,EN,FT,PT,100,L,huggingface
Data Engineer,80000,SE,FT,US,100,M,huggingface
Machine Learning Developer,78791,MI,FT,CA,100,M,huggingface
Director of Data Science,196979,EX,FT,CA,50,L,huggingface
Machine Learning Engineer,120000,MI,FT,US,100,S,huggingface
Computer Vision Engineer,125000,EN,FT,US,0,M,huggingface
NLP Engineer,37236,MI,FT,US,50,L,huggingface
Data Engineer,105000,SE,FT,US,100,M,huggingface
Lead Machine Learning Engineer,87932,SE,FT,DE,0,M,huggingface
Business Data Analyst,18442,MI,FT,IN,100,M,huggingface
Data Scientist,31615,MI,FT,IN,100,L,huggingface
Machine Learning Infrastructure Engineer,58255,MI,FT,PT,50,L,huggingface
Financial Data Analyst,100000,EN,FT,US,50,L,huggingface
Data Engineer,54957,MI,PT,DE,50,L,huggingface
Data Scientist,18442,EN,FT,IN,100,M,huggingface
Principal Data Scientist,162674,SE,FT,DE,100,M,huggingface
Data Engineer,120000,EN,FT,US,100,M,huggingface
Research Scientist,144000,SE,FT,US,50,L,huggingface
Data Scientist,104890,SE,FT,US,100,M,huggingface
Data Engineer,100000,SE,FT,US,100,M,huggingface
Data Scientist,140000,SE,FT,US,100,M,huggingface
Data Analyst,135000,MI,FT,US,100,M,huggingface
Data Analyst,50000,MI,FT,US,100,M,huggingface
Data Scientist,220000,SE,FT,US,100,M,huggingface
Data Scientist,140000,SE,FT,US,100,M,huggingface
Data Scientist,183228,MI,FT,GB,0,M,huggingface
Data Scientist,91614,MI,FT,GB,0,M,huggingface
Data Scientist,185100,SE,FT,US,100,M,huggingface
Machine Learning Engineer,220000,SE,FT,US,100,M,huggingface
Data Scientist,200000,MI,FT,US,100,M,huggingface
Data Scientist,120000,MI,FT,US,100,M,huggingface
Machine Learning Engineer,120000,SE,FT,AE,100,S,huggingface
Machine Learning Engineer,65000,SE,FT,AE,100,S,huggingface
Data Engineer,324000,EX,FT,US,100,M,huggingface
Data Engineer,216000,EX,FT,US,100,M,huggingface
Data Engineer,210000,SE,FT,US,100,M,huggingface
Machine Learning Engineer,120000,SE,FT,US,100,M,huggingface
Data Scientist,230000,SE,FT,US,100,M,huggingface
Data Scientist,100000,EN,PT,DZ,50,M,huggingface
Data Scientist,100000,MI,FL,US,100,M,huggingface
