job_title,salary_usd,experience_level,employment_type,location,remote_ratio,company_size,source
Junior Financial Analyst,54624.06,entry,FT,"New York, NY",50,M,synthetic
Junior PHP Developer,45591.17,entry,FT,"Amsterdam, Netherlands",100,L,synthetic
Data Engineer,0.0,mid,FT,"London, UK",100,L,synthetic
BI Analyst Intern,0.0,entry,FT,"Dubai, UAE",100,L,synthetic
Analytics Engineer,77938.85,mid,FT,Remote - Worldwide,0,S,synthetic
Web Developer Intern,51379.03,entry,FT,"Brussels, Belgium",50,S,synthetic
Senior Data Scientist,151941.98,senior,FT,"Seattle, WA",100,S,synthetic
Junior PHP Developer,37004.69,entry,FT,"Montreal, Canada",0,L,synthetic
Accounting Intern,40405.56,entry,FT,Remote - US,50,M,synthetic
Staff Machine Learning Engineer,0.0,senior,FT,Remote - Europe,0,L,synthetic
Junior Marketing Analyst,0.0,entry,FT,Remote - Worldwide,100,M,synthetic
Director of Finance,81433.22,senior,FT,Remote - Worldwide,0,M,synthetic
Audit Assistant,31017.47,entry,FT,"Montreal, Canada",0,S,synthetic
AI Research Intern,46991.15,entry,FT,"Austin, TX",50,M,synthetic
Power BI Developer Junior,51673.73,entry,FT,Remote - Europe,100,L,synthetic
ERP Analyst Junior,43570.19,entry,FT,"Chicago, IL",0,M,synthetic
Machine Learning Analyst,77345.4,entry,FT,Remote,100,L,synthetic
Lead ML Engineer,170221.45,senior,FT,"London, UK",100,M,synthetic
HR Coordinator Entry Level,0.0,entry,FT,"Toronto, Canada",0,S,synthetic
Frontend Developer Junior,0.0,entry,FT,"Austin, TX",50,L,synthetic
Senior Machine Learning Engineer,138957.36,senior,FT,Remote,0,S,synthetic
Junior Web Developer,30651.04,entry,FT,"New York, NY",0,L,synthetic
BI Analyst Intern,60757.8,entry,FT,"Berlin, Germany",50,S,synthetic
Junior SEO Analyst,30851.02,entry,FT,"Dubai, UAE",100,M,synthetic
HR Coordinator Entry Level,38607.71,entry,FT,"Brussels, Belgium",50,L,synthetic
Data Science Graduate,0.0,entry,FT,"Chicago, IL",0,L,synthetic
HR Assistant,0.0,entry,FT,"Madrid, Spain",50,L,synthetic
Machine Learning Engineer Intern,0.0,entry,FT,"Paris, France",0,S,synthetic
Frontend Developer Junior,33338.34,entry,FT,"Paris, France",50,M,synthetic
Social Media Manager Junior,0.0,entry,FT,"Toronto, Canada",100,M,synthetic
Senior Audit Manager,131768.54,senior,FT,"Paris, France",0,L,synthetic
Digital Marketing Intern,40052.25,entry,FT,"Toronto, Canada",100,S,synthetic
Accounting Intern,32543.05,entry,FT,"Boston, MA",50,S,synthetic
Machine Learning Engineer Intern,0.0,entry,FT,Remote,0,L,synthetic
Recruitment Intern,0.0,entry,FT,"Seattle, WA",0,S,synthetic
Data Engineer,0.0,mid,FT,Remote - Worldwide,100,M,synthetic
Social Media Manager Junior,32362.04,entry,FT,"New York, NY",50,S,synthetic
Junior Accountant,0.0,entry,FT,"Lyon, France",50,S,synthetic
ERP Support Analyst,0.0,entry,FT,"Lyon, France",50,M,synthetic
Odoo Developer Junior,0.0,entry,FT,Remote - Europe,0,S,synthetic
Junior Django Developer,0.0,entry,FT,Remote - Worldwide,0,S,synthetic
Junior HR Generalist,44146.54,entry,FT,"Tunis, Tunisia",50,L,synthetic
Reporting Analyst Junior,48951.02,entry,FT,"Berlin, Germany",100,M,synthetic
HR Coordinator Entry Level,0.0,entry,FT,"Tunis, Tunisia",0,L,synthetic
HR Assistant,0.0,entry,FT,"Austin, TX",0,L,synthetic
AI Research Intern,0.0,entry,FT,Remote,100,M,synthetic
Senior Audit Manager,106776.47,senior,FT,"Chicago, IL",0,L,synthetic
Accounting Intern,0.0,entry,FT,"Montreal, Canada",50,S,synthetic
Senior Data Engineer,122893.12,mid,FT,"Boston, MA",50,S,synthetic
Junior Computer Vision Engineer,0.0,entry,FT,Remote - Europe,100,L,synthetic
Content Marketing Intern,35304.56,entry,FT,"San Francisco, CA",50,S,synthetic
Data Pipeline Engineer,119213.72,mid,FT,Remote - Europe,0,L,synthetic
Junior Data Scientist,0.0,entry,FT,Remote,100,M,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Seattle, WA",50,M,synthetic
Data Analyst Graduate,59322.48,entry,FT,"Toronto, Canada",100,M,synthetic
Junior PHP Developer,35961.71,entry,FT,"San Francisco, CA",50,S,synthetic
Recruitment Intern,30239.9,entry,FT,"Austin, TX",50,L,synthetic
Recruitment Intern,49333.99,entry,FT,"Berlin, Germany",50,L,synthetic
Junior SEO Analyst,46156.51,entry,FT,"London, UK",0,M,synthetic
HR Coordinator Entry Level,45853.26,entry,FT,"Montreal, Canada",0,L,synthetic
Digital Marketing Intern,38858.37,entry,FT,"New York, NY",50,L,synthetic
Lead ML Engineer,0.0,senior,FT,"Boston, MA",50,L,synthetic
Data Science Intern,76705.01,entry,FT,"Dubai, UAE",50,S,synthetic
Content Marketing Intern,0.0,entry,FT,"Amsterdam, Netherlands",50,S,synthetic
Talent Acquisition Intern,0.0,entry,FT,"Lyon, France",0,M,synthetic
Content Marketing Intern,51321.87,entry,FT,"Seattle, WA",0,L,synthetic
Junior ML Engineer,0.0,entry,FT,"Madrid, Spain",0,S,synthetic
Data Science Intern,63174.65,entry,FT,"Dubai, UAE",50,S,synthetic
Odoo Developer Junior,54367.66,entry,FT,"Paris, France",0,L,synthetic
ERP Analyst Junior,0.0,entry,FT,Remote,0,S,synthetic
Senior Data Engineer,0.0,mid,FT,"Seattle, WA",50,M,synthetic
Senior Financial Analyst,0.0,senior,FT,"Montreal, Canada",0,M,synthetic
Junior HR Generalist,38578.58,entry,FT,"Austin, TX",50,M,synthetic
Junior SAP Consultant,57564.44,entry,FT,"London, UK",50,L,synthetic
Web Developer Intern,45946.82,entry,FT,"Chicago, IL",50,S,synthetic
Junior PHP Developer,0.0,entry,FT,Remote - Europe,50,S,synthetic
Senior Computer Vision Engineer,184375.63,senior,FT,Remote - US,50,S,synthetic
Head of Finance,142630.53,senior,FT,"London, UK",50,S,synthetic
Junior NLP Engineer,0.0,entry,FT,"Lyon, France",0,S,synthetic
Junior Full Stack Developer,0.0,entry,FT,"London, UK",50,S,synthetic
Data Engineer,0.0,mid,FT,"Tunis, Tunisia",50,L,synthetic
AI Research Intern,65007.98,entry,FT,"Lyon, France",50,S,synthetic
Data Engineer,104960.63,mid,FT,"Amsterdam, Netherlands",0,S,synthetic
Principal Data Scientist,96588.46,senior,FT,"New York, NY",50,S,synthetic
Analytics Engineer,0.0,mid,FT,"Amsterdam, Netherlands",100,M,synthetic
Recruitment Intern,48079.59,entry,FT,"Montreal, Canada",0,M,synthetic
Audit Assistant,0.0,entry,FT,"Chicago, IL",0,S,synthetic
Digital Marketing Intern,47499.65,entry,FT,"Chicago, IL",100,M,synthetic
Data Pipeline Engineer,123230.32,mid,FT,"Seattle, WA",50,S,synthetic
AI Research Intern,48927.31,entry,FT,"Seattle, WA",0,L,synthetic
Junior Controller,50242.91,entry,FT,"Toronto, Canada",50,L,synthetic
Junior Full Stack Developer,0.0,entry,FT,"Toronto, Canada",100,L,synthetic
Machine Learning Analyst,61088.22,entry,FT,"Boston, MA",50,L,synthetic
Digital Marketing Intern,0.0,entry,FT,Remote - Worldwide,50,M,synthetic
Junior SAP Consultant,39182.43,entry,FT,"Boston, MA",50,S,synthetic
Accounting Intern,0.0,entry,FT,"Lyon, France",50,S,synthetic
Audit Assistant,51854.98,entry,FT,"Montreal, Canada",0,M,synthetic
Lead ML Engineer,0.0,senior,FT,"Amsterdam, Netherlands",100,S,synthetic
Junior Data Scientist,64055.59,entry,FT,"Austin, TX",50,L,synthetic
Talent Acquisition Intern,32633.49,entry,FT,"Chicago, IL",0,L,synthetic
Senior Computer Vision Engineer,99444.03,senior,FT,"Austin, TX",50,L,synthetic
Junior Full Stack Developer,0.0,entry,FT,Remote,100,L,synthetic
Finance Graduate Trainee,51509.02,entry,FT,"Lyon, France",0,M,synthetic
Junior ML Engineer,74316.17,entry,FT,"Lyon, France",0,S,synthetic
ERP Analyst Junior,39609.77,entry,FT,"Austin, TX",50,L,synthetic
Odoo Developer Junior,46797.96,entry,FT,"Toronto, Canada",50,S,synthetic
Data Pipeline Engineer,89893.78,mid,FT,"Seattle, WA",0,M,synthetic
Lead ML Engineer,119564.09,senior,FT,"Amsterdam, Netherlands",100,S,synthetic
Junior PHP Developer,56829.49,entry,FT,"Dubai, UAE",50,M,synthetic
Head of Finance,111751.6,senior,FT,Remote - Worldwide,50,L,synthetic
Odoo Implementation Consultant,43053.97,entry,FT,Remote - Europe,50,L,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Amsterdam, Netherlands",0,L,synthetic
Junior SEO Analyst,0.0,entry,FT,Remote - Worldwide,100,L,synthetic
Junior HR Generalist,34795.61,entry,FT,Remote - Worldwide,0,L,synthetic
Senior Audit Manager,142790.86,senior,FT,"Dubai, UAE",0,S,synthetic
Data Science Graduate,0.0,entry,FT,"Chicago, IL",100,S,synthetic
Digital Marketing Intern,0.0,entry,FT,"Amsterdam, Netherlands",100,S,synthetic
Junior Web Developer,0.0,entry,FT,"Seattle, WA",100,L,synthetic
Junior HR Generalist,42358.09,entry,FT,"Lyon, France",0,S,synthetic
Senior Data Scientist,118924.46,senior,FT,"Toronto, Canada",50,L,synthetic
ETL Developer,0.0,mid,FT,"Brussels, Belgium",50,S,synthetic
Senior Controller,146784.32,senior,FT,"Amsterdam, Netherlands",0,L,synthetic
Junior Data Scientist,60877.6,entry,FT,"Tunis, Tunisia",0,S,synthetic
Data Visualization Analyst,56930.79,entry,FT,"Dubai, UAE",50,M,synthetic
Digital Marketing Intern,28897.8,entry,FT,"Dubai, UAE",100,S,synthetic
Junior Django Developer,0.0,entry,FT,"Brussels, Belgium",100,M,synthetic
Senior Data Engineer,0.0,mid,FT,"Montreal, Canada",50,M,synthetic
Junior Accountant,41423.64,entry,FT,"Dubai, UAE",0,L,synthetic
Junior Data Scientist,76973.99,entry,FT,"Brussels, Belgium",50,S,synthetic
BI Analyst Intern,52221.93,entry,FT,"Dubai, UAE",0,M,synthetic
Lead ML Engineer,95384.57,senior,FT,"New York, NY",50,M,synthetic
Community Manager Junior,0.0,entry,FT,"New York, NY",50,S,synthetic
Senior Data Scientist,196428.49,senior,FT,Remote - Europe,50,S,synthetic
Community Manager Junior,0.0,entry,FT,"Madrid, Spain",100,L,synthetic
Data Pipeline Engineer,80972.17,mid,FT,"London, UK",50,M,synthetic
Frontend Developer Junior,0.0,entry,FT,"Montreal, Canada",100,L,synthetic
Data Analyst Intern,0.0,entry,FT,"London, UK",100,S,synthetic
Audit Assistant,0.0,entry,FT,"Brussels, Belgium",50,L,synthetic
ERP Support Analyst,49080.47,entry,FT,Remote - US,50,S,synthetic
Junior HR Generalist,43893.01,entry,FT,Remote - Worldwide,0,S,synthetic
Digital Marketing Intern,46585.23,entry,FT,"Madrid, Spain",50,L,synthetic
Head of Finance,146141.49,senior,FT,"San Francisco, CA",0,M,synthetic
Junior Computer Vision Engineer,63907.54,entry,FT,"San Francisco, CA",0,S,synthetic
Community Manager Junior,45929.9,entry,FT,"Toronto, Canada",50,M,synthetic
Audit Assistant,43535.87,entry,FT,"Austin, TX",0,S,synthetic
Cloud Data Engineer,106774.84,mid,FT,"Amsterdam, Netherlands",100,S,synthetic
Odoo Developer Junior,0.0,entry,FT,"Toronto, Canada",50,S,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Boston, MA",50,L,synthetic
Staff Machine Learning Engineer,118771.78,senior,FT,"Casablanca, Morocco",100,L,synthetic
Director of Finance,0.0,senior,FT,"London, UK",0,S,synthetic
Cloud Data Engineer,96795.69,mid,FT,Remote - Worldwide,0,L,synthetic
Senior Financial Analyst,103167.25,senior,FT,"Berlin, Germany",0,L,synthetic
Frontend Developer Junior,0.0,entry,FT,"Dubai, UAE",0,L,synthetic
Junior Marketing Analyst,0.0,entry,FT,"Boston, MA",50,S,synthetic
Director of Finance,0.0,senior,FT,"Seattle, WA",50,M,synthetic
Senior Data Engineer,0.0,mid,FT,Remote - Europe,50,M,synthetic
Junior SAP Consultant,57734.62,entry,FT,"Montreal, Canada",50,M,synthetic
Junior Financial Analyst,0.0,entry,FT,"Paris, France",50,M,synthetic
Junior Django Developer,0.0,entry,FT,"Seattle, WA",100,L,synthetic
ETL Developer,70338.71,mid,FT,"Brussels, Belgium",100,M,synthetic
ERP Analyst Junior,54324.98,entry,FT,"Montreal, Canada",50,L,synthetic
Junior SEO Analyst,36479.44,entry,FT,"New York, NY",50,M,synthetic
Junior Controller,0.0,entry,FT,"Montreal, Canada",0,M,synthetic
Director of Finance,0.0,senior,FT,"Dubai, UAE",0,S,synthetic
Data Pipeline Engineer,103854.8,mid,FT,"San Francisco, CA",0,S,synthetic
Junior NLP Engineer,71988.42,entry,FT,"Brussels, Belgium",0,S,synthetic
Director of Finance,95439.27,senior,FT,"Berlin, Germany",0,S,synthetic
AI Engineer Entry Level,55814.46,entry,FT,"Brussels, Belgium",50,M,synthetic
Junior BI Analyst,0.0,entry,FT,"London, UK",100,S,synthetic
ML Platform Engineer Senior,139035.64,senior,FT,Remote,100,M,synthetic
Junior Controller,35976.56,entry,FT,"Madrid, Spain",0,S,synthetic
Junior Python Developer,44184.77,entry,FT,"Tunis, Tunisia",100,L,synthetic
Data Pipeline Engineer,0.0,mid,FT,"Tunis, Tunisia",100,M,synthetic
HR Coordinator Entry Level,40697.46,entry,FT,"Austin, TX",50,M,synthetic
ERP Support Analyst,55393.65,entry,FT,"Tunis, Tunisia",50,S,synthetic
Senior Machine Learning Engineer,96053.15,senior,FT,"Berlin, Germany",50,L,synthetic
Power BI Developer Junior,48707.84,entry,FT,"Montreal, Canada",0,L,synthetic
Cloud Data Engineer,102414.24,mid,FT,"Boston, MA",0,M,synthetic
Senior Data Scientist,135933.59,senior,FT,"Casablanca, Morocco",100,S,synthetic
Machine Learning Engineer Intern,0.0,entry,FT,"Toronto, Canada",0,L,synthetic
HR Coordinator Entry Level,28246.63,entry,FT,"Brussels, Belgium",0,M,synthetic
Senior Financial Analyst,116251.77,senior,FT,"Austin, TX",50,S,synthetic
Accounting Intern,0.0,entry,FT,"Boston, MA",50,L,synthetic
Power BI Analyst,61275.59,entry,FT,"Montreal, Canada",0,M,synthetic
Content Marketing Intern,0.0,entry,FT,Remote,100,S,synthetic
BI Developer Entry Level,0.0,entry,FT,"Toronto, Canada",100,S,synthetic
Data Science Graduate,57068.09,entry,FT,"Paris, France",50,L,synthetic
Power BI Analyst,58349.35,entry,FT,"Paris, France",100,S,synthetic
ETL Developer,112607.42,mid,FT,Remote,100,L,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Chicago, IL",0,M,synthetic
Audit Assistant,0.0,entry,FT,Remote,50,M,synthetic
AI Engineer Entry Level,54765.22,entry,FT,"Dubai, UAE",0,M,synthetic
Senior NLP Engineer,143965.51,senior,FT,"Dubai, UAE",100,S,synthetic
Finance Manager,0.0,senior,FT,"Montreal, Canada",0,S,synthetic
Junior Web Developer,47890.82,entry,FT,Remote - Europe,100,S,synthetic
Junior BI Analyst,64398.27,entry,FT,"New York, NY",100,L,synthetic
Staff Machine Learning Engineer,0.0,senior,FT,"Dubai, UAE",100,L,synthetic
Junior Controller,41052.64,entry,FT,Remote,50,L,synthetic
Odoo Developer Junior,35687.68,entry,FT,"Brussels, Belgium",50,S,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Brussels, Belgium",0,L,synthetic
Staff Machine Learning Engineer,152336.55,senior,FT,"Austin, TX",0,M,synthetic
Business Intelligence Analyst,0.0,entry,FT,"Boston, MA",50,M,synthetic
Junior Marketing Analyst,47638.13,entry,FT,"Paris, France",0,L,synthetic
Junior NLP Engineer,0.0,entry,FT,"New York, NY",50,M,synthetic
Odoo Implementation Consultant,50816.39,entry,FT,"Dubai, UAE",0,L,synthetic
AI Research Intern,48471.25,entry,FT,"Montreal, Canada",100,L,synthetic
Social Media Manager Junior,0.0,entry,FT,"Austin, TX",50,L,synthetic
Recruitment Intern,34668.22,entry,FT,"Toronto, Canada",0,L,synthetic
Content Marketing Intern,38909.96,entry,FT,"Boston, MA",50,L,synthetic
AI Research Intern,55492.67,entry,FT,"Casablanca, Morocco",50,S,synthetic
Audit Assistant,49955.58,entry,FT,"Toronto, Canada",0,M,synthetic
Junior Web Developer,59802.36,entry,FT,Remote - Europe,0,M,synthetic
Head of Finance,120381.11,senior,FT,Remote - Europe,0,M,synthetic
Senior Computer Vision Engineer,99946.3,senior,FT,"Montreal, Canada",50,L,synthetic
Senior Data Engineer,112731.95,mid,FT,"Chicago, IL",0,L,synthetic
HR Coordinator Entry Level,0.0,entry,FT,"Boston, MA",50,M,synthetic
Senior Data Scientist,175088.02,senior,FT,"London, UK",50,M,synthetic
Junior Full Stack Developer,48486.63,entry,FT,"Austin, TX",0,M,synthetic
Senior Audit Manager,0.0,senior,FT,"New York, NY",0,M,synthetic
Analytics Intern,44047.48,entry,FT,"New York, NY",0,L,synthetic
Junior Django Developer,42419.67,entry,FT,Remote,100,S,synthetic
Odoo Developer Junior,48401.63,entry,FT,"Seattle, WA",50,L,synthetic
Junior Django Developer,57480.2,entry,FT,"Dubai, UAE",0,M,synthetic
Head of Finance,0.0,senior,FT,"Toronto, Canada",0,S,synthetic
Accounting Intern,0.0,entry,FT,Remote,0,L,synthetic
Machine Learning Analyst,65087.26,entry,FT,"Seattle, WA",50,L,synthetic
Finance Graduate Trainee,48404.47,entry,FT,"San Francisco, CA",0,S,synthetic
ML Platform Engineer Senior,143860.62,senior,FT,Remote - US,0,S,synthetic
HR Assistant,36132.09,entry,FT,"Madrid, Spain",50,M,synthetic
Finance Graduate Trainee,0.0,entry,FT,Remote - Worldwide,0,L,synthetic
Senior Data Scientist,182314.45,senior,FT,Remote,50,S,synthetic
Analytics Engineer,0.0,mid,FT,"Madrid, Spain",50,M,synthetic
ERP Analyst Junior,43797.84,entry,FT,"New York, NY",50,S,synthetic
Head of Finance,149350.34,senior,FT,"Dubai, UAE",0,S,synthetic
Analytics Intern,37099.21,entry,FT,Remote - Worldwide,0,L,synthetic
ERP Support Analyst,0.0,entry,FT,"London, UK",50,M,synthetic
Data Analyst Graduate,0.0,entry,FT,"Montreal, Canada",0,S,synthetic
HR Assistant,45271.8,entry,FT,"Boston, MA",50,M,synthetic
Finance Graduate Trainee,35904.9,entry,FT,"Brussels, Belgium",0,S,synthetic
HR Coordinator Entry Level,0.0,entry,FT,"Berlin, Germany",50,L,synthetic
Junior Data Scientist,0.0,entry,FT,"Amsterdam, Netherlands",100,M,synthetic
Data Analyst Intern,39619.13,entry,FT,"Montreal, Canada",0,L,synthetic
Data Science Intern,71009.9,entry,FT,"Montreal, Canada",50,L,synthetic
Audit Assistant,33596.82,entry,FT,"Brussels, Belgium",50,M,synthetic
Senior Controller,0.0,senior,FT,"Paris, France",50,M,synthetic
Junior SAP Consultant,38778.18,entry,FT,"Boston, MA",50,S,synthetic
Staff Machine Learning Engineer,159059.41,senior,FT,"Amsterdam, Netherlands",100,M,synthetic
Community Manager Junior,31127.39,entry,FT,Remote - Worldwide,100,M,synthetic
ERP Support Analyst,40402.99,entry,FT,"Toronto, Canada",0,L,synthetic
Odoo Implementation Consultant,35011.3,entry,FT,"Chicago, IL",0,M,synthetic
Analytics Engineer,101353.72,mid,FT,"Paris, France",100,M,synthetic
Senior Data Scientist,154573.97,senior,FT,"Chicago, IL",0,L,synthetic
Junior HR Generalist,34346.01,entry,FT,"Tunis, Tunisia",50,S,synthetic
Machine Learning Analyst,47298.88,entry,FT,"London, UK",50,M,synthetic
ERP Support Analyst,52692.25,entry,FT,"Toronto, Canada",0,M,synthetic
Talent Acquisition Intern,29683.74,entry,FT,"Casablanca, Morocco",0,S,synthetic
Cloud Data Engineer,97539.88,mid,FT,"Toronto, Canada",50,S,synthetic
Director of Finance,0.0,senior,FT,"Boston, MA",50,L,synthetic
Senior Controller,127283.14,senior,FT,"Dubai, UAE",0,L,synthetic
Junior Data Analyst,41107.92,entry,FT,Remote - Europe,0,L,synthetic
Junior NLP Engineer,51315.98,entry,FT,"Toronto, Canada",100,M,synthetic
Community Manager Junior,0.0,entry,FT,"Amsterdam, Netherlands",0,S,synthetic
Business Intelligence Intern,55385.54,entry,FT,"Seattle, WA",100,L,synthetic
Data Visualization Analyst,51567.54,entry,FT,"Brussels, Belgium",50,S,synthetic
Finance Manager,0.0,senior,FT,"Lyon, France",50,S,synthetic
HR Assistant,0.0,entry,FT,"Casablanca, Morocco",50,L,synthetic
Junior HR Generalist,0.0,entry,FT,"Amsterdam, Netherlands",0,L,synthetic
Social Media Manager Junior,0.0,entry,FT,Remote - Europe,100,M,synthetic
Senior NLP Engineer,0.0,senior,FT,"Berlin, Germany",0,M,synthetic
Machine Learning Engineer Intern,49491.71,entry,FT,"Montreal, Canada",100,L,synthetic
Junior Data Analyst,56915.16,entry,FT,"Austin, TX",50,L,synthetic
Social Media Manager Junior,38834.1,entry,FT,"London, UK",50,M,synthetic
Junior SAP Consultant,0.0,entry,FT,"Lyon, France",50,M,synthetic
Senior Machine Learning Engineer,0.0,senior,FT,Remote - US,0,M,synthetic
Lead ML Engineer,104008.32,senior,FT,"Austin, TX",100,L,synthetic
Power BI Analyst,52297.64,entry,FT,"Tunis, Tunisia",0,M,synthetic
Junior SAP Consultant,0.0,entry,FT,"London, UK",50,S,synthetic
HR Coordinator Entry Level,37211.3,entry,FT,Remote,50,S,synthetic
Cloud Data Engineer,103453.76,mid,FT,"Madrid, Spain",50,S,synthetic
Junior SAP Consultant,57311.03,entry,FT,Remote - US,50,L,synthetic
Accounting Intern,0.0,entry,FT,"Brussels, Belgium",50,L,synthetic
Senior Financial Analyst,80527.01,senior,FT,"Montreal, Canada",0,M,synthetic
Junior Python Developer,52274.04,entry,FT,"Chicago, IL",50,L,synthetic
Data Reporting Analyst,57657.96,entry,FT,"Toronto, Canada",0,L,synthetic
Finance Graduate Trainee,0.0,entry,FT,Remote - Worldwide,0,S,synthetic
Junior SEO Analyst,47438.86,entry,FT,"Madrid, Spain",50,L,synthetic
Senior Controller,134619.08,senior,FT,"Chicago, IL",50,M,synthetic
Junior Full Stack Developer,0.0,entry,FT,"Casablanca, Morocco",100,L,synthetic
Finance Graduate Trainee,0.0,entry,FT,"Casablanca, Morocco",0,L,synthetic
Senior NLP Engineer,117298.37,senior,FT,"New York, NY",50,L,synthetic
Junior HR Generalist,0.0,entry,FT,"Madrid, Spain",50,M,synthetic
HR Coordinator Entry Level,39135.26,entry,FT,"Lyon, France",0,M,synthetic
Junior SAP Consultant,41038.46,entry,FT,"Madrid, Spain",0,M,synthetic
HR Coordinator Entry Level,0.0,entry,FT,"London, UK",50,L,synthetic
Data Analyst Graduate,0.0,entry,FT,"Brussels, Belgium",50,M,synthetic
Junior Marketing Analyst,0.0,entry,FT,"Amsterdam, Netherlands",100,L,synthetic
Data Reporting Analyst,39457.86,entry,FT,Remote,100,L,synthetic
Junior Computer Vision Engineer,0.0,entry,FT,"Montreal, Canada",0,S,synthetic
Frontend Developer Junior,40162.17,entry,FT,"London, UK",50,M,synthetic
Lead AI Engineer,151154.91,senior,FT,"Paris, France",50,L,synthetic
ERP Support Analyst,45721.67,entry,FT,"Casablanca, Morocco",0,S,synthetic
Senior Data Engineer,129296.8,mid,FT,"Amsterdam, Netherlands",0,M,synthetic
Digital Marketing Intern,40599.31,entry,FT,"London, UK",0,L,synthetic
Cloud Data Engineer,92599.57,mid,FT,Remote,100,M,synthetic
Staff Machine Learning Engineer,99426.35,senior,FT,Remote - Worldwide,100,L,synthetic
Senior Data Scientist,174791.34,senior,FT,Remote,50,L,synthetic
Recruitment Intern,41737.27,entry,FT,"Toronto, Canada",50,L,synthetic
Lead ML Engineer,0.0,senior,FT,"Paris, France",100,S,synthetic
AI Research Intern,49892.33,entry,FT,"Amsterdam, Netherlands",100,L,synthetic
Junior Marketing Analyst,42971.82,entry,FT,"Berlin, Germany",50,L,synthetic
Junior NLP Engineer,77411.39,entry,FT,"Brussels, Belgium",100,S,synthetic
Power BI Developer Junior,55709.41,entry,FT,"Austin, TX",100,M,synthetic
Audit Assistant,50634.48,entry,FT,"Dubai, UAE",50,M,synthetic
Junior Marketing Analyst,30944.42,entry,FT,"Berlin, Germany",50,S,synthetic
Recruitment Intern,34994.94,entry,FT,"Casablanca, Morocco",50,M,synthetic
Junior NLP Engineer,70438.5,entry,FT,"Montreal, Canada",50,M,synthetic
Odoo Implementation Consultant,56764.31,entry,FT,"Lyon, France",0,L,synthetic
Junior PHP Developer,59880.41,entry,FT,"Paris, France",50,S,synthetic
Senior NLP Engineer,169993.65,senior,FT,Remote - Worldwide,50,S,synthetic
Junior Marketing Analyst,28123.71,entry,FT,"Chicago, IL",50,L,synthetic
Junior NLP Engineer,66401.73,entry,FT,"Madrid, Spain",50,M,synthetic
Odoo Implementation Consultant,0.0,entry,FT,"Brussels, Belgium",50,S,synthetic
HR Coordinator Entry Level,42176.74,entry,FT,"Paris, France",0,M,synthetic
Web Developer Intern,54883.72,entry,FT,"Dubai, UAE",0,M,synthetic
Power BI Developer Junior,0.0,entry,FT,"Boston, MA",100,M,synthetic
Senior Computer Vision Engineer,182388.1,senior,FT,Remote - Worldwide,50,M,synthetic
Recruitment Intern,32298.96,entry,FT,"New York, NY",0,S,synthetic
Junior Marketing Analyst,47025.11,entry,FT,"Amsterdam, Netherlands",0,S,synthetic
Data Reporting Analyst,0.0,entry,FT,"Brussels, Belgium",50,M,synthetic
Lead AI Engineer,0.0,senior,FT,"Dubai, UAE",0,M,synthetic
